		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
100111000   28   28   23   21   32   32   28   30  8.446386 0.391123 SUCCESS  79
101000000   24   33   22   23   28   26   27   28  4.962387 0.761589 SUCCESS  80
101000100   30   26   23   30   26   14   30   24  8.876011 0.352863 SUCCESS  81
101001000   19   26   30   26   26   25   21   26  3.503383 0.898927 SUCCESS  82
101001100   19   21   22   26   24   19   33   24  6.459123 0.595945 SUCCESS  83
101010000   23   30   25   26   32   24   21   25  4.495691 0.809864 SUCCESS  84
101010100   32   17   17   13   27   25   25   23 12.990878 0.112164 SUCCESS  85
101011000   21   20   24   17   36   24   27   26  9.739233 0.283807 SUCCESS  86
101011100   24   16   32   27   25   25   28   18  8.044565 0.429129 SUCCESS  87
101100000   20   23   30   22   28   26   23   31  5.063008 0.750821 SUCCESS  88
101100100   28   23   27   21   18   30   28   30  6.351220 0.607953 SUCCESS  89
101101000   22   18   22   25   22   25   29   19  4.628087 0.796486 SUCCESS  90
101101100   29   25   29   20   27   28   25   25  3.496101 0.899492 SUCCESS  91
101110000   24   24   35   26   30   25   21   27  7.004594 0.536137 SUCCESS  92
101110100   24   30   17   29   27   22   34   23  9.071295 0.336317 SUCCESS  93
101111000   26   31   20   33   20   21   22   16 10.450199 0.234838 SUCCESS  94
101111100   32   26   16   17   24   25   21   22  8.619163 0.375434 SUCCESS  95
110000000   23   29   22   18   31   25   18   24  6.561068 0.584642 SUCCESS  96
110000010   23   15   24   24   26   24   22   23  4.280548 0.830966 SUCCESS  97
110000100   28   26   30   25   20   26   24   23  3.020800 0.933045 SUCCESS  98
110001000   27   23   24   19   20   21   21   25  3.424608 0.904961 SUCCESS  99
110001010   25   26   16   25   21   22   35   31 10.468735 0.233655 SUCCESS 100
110010000   30   18   33   29   30   30   28   15 14.046074 0.080572 SUCCESS 101
110010010   38   23   19   24   15   25   20   34 17.645258 0.024049 SUCCESS 102
110010100   27   25   27   22   11   21   31   24 10.780527 0.214448 SUCCESS 103
110011000   25   20   28   15   24   26   21   11 13.337093 0.100766 SUCCESS 104
110011010   24   24   21   31   29   19   21   31  6.816592 0.556544 SUCCESS 105
110100000   25   25   19   17   19   16   28   21  8.846222 0.355434 SUCCESS 106
110100010   28   31   33   34   19   18   32   28 15.403132 0.051765 SUCCESS 107
110100100   20   25   23   32   21   25   21   27  4.646622 0.794591 SUCCESS 108
110101000   23   24   31   28   28   26   21   22  3.876740 0.868070 SUCCESS 109
110101010   32   20   15   16   32   28   27   25 13.298036 0.101998 SUCCESS 110
110101100   22   22   22   20   27   25   24   20  2.679218 0.952850 SUCCESS 111
110110000   22   27   22   29   24   20   19   28  4.281872 0.830839 SUCCESS 112
110110010   25   27   32   23   22   24   24   25  3.105533 0.927561 SUCCESS 113
110110100   18   18   22   26   22   29   22   21  5.695198 0.681331 SUCCESS 114
110111000   17   25   24   24   32   30   19   27  7.646715 0.468718 SUCCESS 115
110111010   26   27   23   25   37   23   33   18 12.173333 0.143636 SUCCESS 116
110111100   19   18   24   41   17   24   14   20 22.379075 0.004260 FAILURE 117
111000000   21   36   18   23   20   31   24   25 10.697118 0.219458 SUCCESS 118
111000010   31   22   33   30   27   28   26   23  7.581841 0.475344 SUCCESS 119
111000100   26   23   20   22   19   22   21   22  3.466312 0.901788 SUCCESS 120
111000110   16   31   29   22   22   29   28   21  8.155115 0.418467 SUCCESS 121
111001000   23   19   32   26   30   37   29   16 15.816869 0.045078 SUCCESS 122
111001010   26   18   29   26   14   22   26   25  7.797646 0.453482 SUCCESS 123
111001100   23   20   27   23   26   28   19   23  3.247859 0.917854 SUCCESS 124
111010000   20   31   19   19   17   18   27   25  9.490991 0.302582 SUCCESS 125
111010010   23   24   20   26   24   16   28   26  4.671116 0.792079 SUCCESS 126
111010100   13   19   32   23   33   22   28   19 14.432670 0.071162 SUCCESS 127
111010110   23   27   23   28   25   28   24   25  1.588938 0.991131 SUCCESS 128
111011000   30   24   20   22   25   25   23   25  2.528287 0.960399 SUCCESS 129
111011010   21   22   25   32   20   23   23   23  4.264660 0.832490 SUCCESS 130
111011100   27   27   31   29   18   35   23   31 11.742384 0.163073 SUCCESS 131
111100000   23   32   13   24   22   29   20   23 10.085448 0.259080 SUCCESS 132
111100010   33   25   27   26   23   16   19   25  7.866492 0.446619 SUCCESS 133
111100100   22   24   30   27   31   20   22   25  4.791596 0.779601 SUCCESS 134
111100110   22   22   16   26   24   19   24   26  4.941203 0.763842 SUCCESS 135
111101000   25   27   26   25   18   16   16   28  8.686685 0.369412 SUCCESS 136
111101010   17   24   27   19   31   21   28   25  6.747746 0.564077 SUCCESS 137
111101100   22   33   26   26   24   21   17   26  6.519363 0.589261 SUCCESS 138
111101110   28   20   23   32   22   35   20   28 10.274775 0.246268 SUCCESS 139
111110000   31   25   14   24   16   27   20   27 10.830838 0.211470 SUCCESS 140
111110010   25   23   29   20   31   20   24   30  5.817003 0.667722 SUCCESS 141
111110100   22   28   25   25   20   19   26   24  2.993659 0.934755 SUCCESS 142
111110110   24   31   25   18   14   12   17   23 17.098462 0.029100 SUCCESS 143
111111000   30   25   19   18   15   21   25   24  8.567529 0.380080 SUCCESS 144
111111010   26   25   27   22   30   17   30   25  5.647536 0.686645 SUCCESS 145
111111100   29   24   25   26   21   23   23   21  2.172142 0.975274 SUCCESS 146
111111110   26   20   22   26   20   17   19   16  8.642332 0.373360 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   23   24   24   21   20   25   15   30  6.492222 0.592271 SUCCESS   0
000000011   30   23   21   26   23   23   18   28  4.459944 0.813427 SUCCESS   1
000000101   24   30   27   33   22   33   25   19  9.385736 0.310807 SUCCESS   2
000000111   29   16   20   26   21   18   19   21  8.761489 0.362814 SUCCESS   3
000001001   22   34   25   27   23   23   23   23  4.782990 0.780499 SUCCESS   4
000001011   24   30   28   31   30   36   20   28 12.132952 0.145370 SUCCESS   5
000001101   24   27   25   21   20   23   25   18  3.450425 0.903003 SUCCESS   6
000001111   28   22   20   26   16   19   20   20  7.583827 0.475141 SUCCESS   7
000010001   23   21   19   26   18   29   28   30  6.426024 0.599624 SUCCESS   8
000010011   30   25   26   26   28   18   26   19  5.189446 0.737149 SUCCESS   9
000010101   30   17   31   19   38   20   23   21 15.959195 0.042968 SUCCESS  10
000010111   31   27   26   36   26   26   21   18 10.385325 0.239016 SUCCESS  11
000011001   27   21   27   26   30   25   19   19  4.985556 0.759119 SUCCESS  12
000011011   38   25   24   17   20   30   25   21 12.832665 0.117738 SUCCESS  13
000011101   23   24   27   24   24   26   19   32  4.181251 0.840411 SUCCESS  14
000011111   30   24   27   26   16   12   14   20 16.633091 0.034165 SUCCESS  15
000100011   25   22   22   21   23   29   29   25  2.884432 0.941399 SUCCESS  16
000100101   15   38   21   16   18   31   26   21 19.236657 0.013644 SUCCESS  17
000100111   29   22   25   27   23   26   26   22  1.986788 0.981414 SUCCESS  18
000101001   19   28   20   28   22   21   26   32  6.443236 0.597711 SUCCESS  19
000101011   31   20   21   18   37   27   17   22 14.467093 0.070374 SUCCESS  20
000101101   20   34   33   23   29   34   23   30 14.157948 0.077740 SUCCESS  21
000101111   23   18   21   36   22   28   23   25  8.900505 0.350759 SUCCESS  22
000110011   23   23   25   22   32   35   26   23  7.826111 0.450638 SUCCESS  23
000110101   23   22   28   25   28   26   21   24  2.045704 0.979579 SUCCESS  24
000110111   26   29   17   16   19   29   27   25  8.746925 0.364093 SUCCESS  25
000111001   19   28   22   21   29   21   26   24  4.019066 0.855399 SUCCESS  26
000111011   25   35   34   25   30   27   27   42 23.726866 0.002546 FAILURE  27
000111101   21   17   19   20   28   27   26   22  6.051344 0.641481 SUCCESS  28
000111111   25   21   27   27   17   13   29   25  9.814037 0.278322 SUCCESS  29
001000011   22   22   24   30   25   24   27   30  3.461679 0.902143 SUCCESS  30
001000101   24   18   24   28   25   25   30   18  5.392012 0.714973 SUCCESS  31
001000111   25   19   27   24   32   23   31   23  6.003681 0.646820 SUCCESS  32
001001011   20   40   22   22   25   35   20   20 18.035826 0.020959 SUCCESS  33
001001101   20   26   23   24   26   23   30   28  3.088322 0.928693 SUCCESS  34
001001111   28   26   22   24   24   19   19   18  5.119276 0.744755 SUCCESS  35
001010011   21   26   22   32   16   30   28   34 12.062782 0.148425 SUCCESS  36
001010101   12   24   33   21   33   18   25   22 15.271398 0.054078 SUCCESS  37
001010111   27   29   23   25   32   29   26   24  4.742609 0.784699 SUCCESS  38
001011011   20   30   26   21   18   25   19   23  5.814355 0.668018 SUCCESS  39
001011101   28   28   29   35   25   25   14   18 13.104076 0.108318 SUCCESS  40
001011111   19   29   30   25   25   25   28   20  4.876329 0.770709 SUCCESS  41
001100101   32   18   22   24   22   27   28   24  5.519774 0.700848 SUCCESS  42
001100111   22   23   24   27   23   32   23   24  3.240577 0.918365 SUCCESS  43
001101011   24   19   26   22   32   24   33   26  7.291894 0.505492 SUCCESS  44
001101101   27   29   23   21   20   22   30   21  4.638017 0.795471 SUCCESS  45
001101111   28   29   23   24   14   24   23   16  9.195086 0.326107 SUCCESS  46
001110101   31   18   26   15   26   17   24   22 10.109942 0.257394 SUCCESS  47
001110111   33   33   28   22   28   14   31   34 17.945135 0.021642 SUCCESS  48
001111011   24   22   20   16   32   28   32   24  9.510850 0.301048 SUCCESS  49
001111101   27   19   24   26   22   20   16   24  5.695198 0.681331 SUCCESS  50
001111111   23   18   22   21   16   13   24   21 11.539156 0.172980 SUCCESS  51
010000011   21   26   24   22   20   22   23   18  3.729118 0.880699 SUCCESS  52
010000111   17   24   21   33   25   27   15   27 10.280732 0.245872 SUCCESS  53
010001011   31   22   23   32   27   21   27   23  5.766692 0.673347 SUCCESS  54
010001111   24   15   27   22   21   22   34   23  9.001125 0.342201 SUCCESS  55
010010011   25   22   30   22   23   29   22   29  3.952868 0.861351 SUCCESS  56
010010111   18   35   21   28   31   33   25   31 14.377725 0.072436 SUCCESS  57
010011011   20   27   24   20   20   23   28   24  3.391509 0.907445 SUCCESS  58
010011111   27   21   14   21   26   26   13   23 11.651031 0.167466 SUCCESS  59
010100011   24   16   31   15   23   22   24   33 12.051528 0.148920 SUCCESS  60
010100111   24   27   25   33   29   26   26   32  7.005918 0.535994 SUCCESS  61
010101011   19   23   31   20   27   21   28   22  5.552873 0.697175 SUCCESS  62
010101111   23   21   24   25   25   26   24   24  0.731674 0.999442 SUCCESS  63
010110011   32   27   25   21   21   18   29   28  6.909931 0.546381 SUCCESS  64
010110111   23   32   29   29   17   32   21   22  9.825290 0.277503 SUCCESS  65
010111011   24   26   18   25   27   24   26   24  2.274087 0.971435 SUCCESS  66
010111111   18   31   28   21   26   21   25   25  5.248362 0.730731 SUCCESS  67
011000111   22   20   21   27   21   16   25   23  5.415181 0.712418 SUCCESS  68
011001111   20   25   23   24   24   22   23   22  1.501556 0.992682 SUCCESS  69
011010111   29   17   19   21   29   30   35   24 11.935020 0.154127 SUCCESS  70
011011111   31   23   18   22   23   24   21   21  4.975626 0.760178 SUCCESS  71
011101111   28   31   19   24   31   16   24   32 10.926825 0.205880 SUCCESS  72
011111111   20   21   13   19   14   11   13   22 25.982893 0.001057 FAILURE  73
100000000   23   24   24   21   20   25   15   30  6.492222 0.592271 SUCCESS  74
100010000   22   22   35   24   21   27   23   25  6.130119 0.632659 SUCCESS  75
100100000   13   31   26   31   27   23   28   18 11.959513 0.153019 SUCCESS  76
100101000   23   18   29   23   17   24   18   21  7.346838 0.499715 SUCCESS  77
100110000   24   30   20   25   24   27   22   24  2.714965 0.950953 SUCCESS  78
100111000   25   29   15   27   28   29   32   25  8.851518 0.354976 SUCCESS  79
101000000   27   25   29   26   18   19   25   31  6.138725 0.631696 SUCCESS  80
101000100   30   23   31   20   23   33   28   21  8.334512 0.401495 SUCCESS  81
101001000   23   21   22   24   29   29   22   14  7.441501 0.489831 SUCCESS  82
101001100   26   25   22   31   25   36   20   22  8.995168 0.342704 SUCCESS  83
101010000   31   30   27   31   25   18   22   19  8.537078 0.382837 SUCCESS  84
101010100   18   31   37   27   26   21   26   17 13.621083 0.092192 SUCCESS  85
101011000   22   27   32   27   36   25   21   27  9.759092 0.282343 SUCCESS  86
101011100   27   21   23   21   27   23   22   17  4.280548 0.830966 SUCCESS  87
101100000   25   23   21   24   33   21   15   27  8.247131 0.409710 SUCCESS  88
101100100   26   23   27   22   19   23   31   25  3.901233 0.865923 SUCCESS  89
101101000   18   29   26   24   30   24   22   29  5.223869 0.733403 SUCCESS  90
101101100   18   24   17   21   18   17   22   24  8.853504 0.354805 SUCCESS  91
101110000   25   25   33   27   30   29   28   18  7.962479 0.437144 SUCCESS  92
101110100   39   24   21   20   23   33   26   26 13.783268 0.087592 SUCCESS  93
101111000   22   21   23   18   26   25   16   23  5.745509 0.675714 SUCCESS  94
101111100   21   25   22   26   23   22   32   23  3.714555 0.881916 SUCCESS  95
110000000   26   27   18   23   27   24   18   28  4.790272 0.779739 SUCCESS  96
110000010   25   26   23   25   25   19   18   30  4.536072 0.805813 SUCCESS  97
110000100   22   24   18   27   28   35   23   17  9.984827 0.266092 SUCCESS  98
110001000   22   19   31   27   21   17   23   24  6.509434 0.590361 SUCCESS  99
110001010   25   22   26   20   39   23   17   40 22.934476 0.003449 FAILURE 100
110010000   27   29   23   30   20   20   31   26  6.190359 0.625918 SUCCESS 101
110010010   30   26   33   23   24   28   27   23  5.581338 0.694013 SUCCESS 102
110010100   25   21   27   33   18   29   24   19  7.798970 0.453350 SUCCESS 103
110011000   18   25   17   27   32   24   28   23  7.442825 0.489693 SUCCESS 104
110011010   24   21   25   19   23   30   23   28  3.790683 0.875498 SUCCESS 105
110100000   26   24   26   20   23   23   19   30  3.773471 0.876961 SUCCESS 106
110100010   31   29   27   30   24   27   28   23  5.285433 0.726678 SUCCESS 107
110100100   27   18   17   17   31   33   21   20 12.949173 0.113610 SUCCESS 108
110101000   35   18   22   22   26   27   20   21  8.688009 0.369295 SUCCESS 109
110101010   25   30   35   26   20   24   29   17 10.257563 0.247412 SUCCESS 110
110101100   24   26   28   25   22   24   24   27  1.224187 0.996397 SUCCESS 111
110110000   21   23   24   32   25   23   19   28  4.909428 0.767211 SUCCESS 112
110110010   23   22   26   26   25   30   28   33  5.572732 0.694969 SUCCESS 113
110110100   26   25   19   25   23   27   29   26  2.749388 0.949087 SUCCESS 114
110111000   26   33   28   25   24   28   32   20  7.632151 0.470202 SUCCESS 115
110111010   28   20   18   19   18   32   23   30  9.933193 0.269746 SUCCESS 116
110111100   28   30   24   19   23   19   18   25  6.187711 0.626214 SUCCESS 117
111000000   31   25   24   22   24   22   20   17  5.501238 0.702903 SUCCESS 118
111000010   27   23   21   26   31   23   24   20  3.723161 0.881197 SUCCESS 119
111000100   25   22   29   25   20   21   22   21  3.213436 0.920258 SUCCESS 120
111000110   29   25   23   18   19   24   28   29  5.417829 0.712126 SUCCESS 121
111001000   15   19   17   31   30   24   32   29 13.823648 0.086479 SUCCESS 122
111001010   18   34   21   28   22   22   30   26  8.604600 0.376741 SUCCESS 123
111001100   17   24   21   28   25   19   25   15  8.372245 0.397978 SUCCESS 124
111010000   26   29   24   32   24   33   21   24  7.097934 0.526104 SUCCESS 125
111010010   26   20   17   23   28   28   20   29  6.146007 0.630881 SUCCESS 126
111010100   28   20   32   28   24   28   15   19  9.900094 0.272108 SUCCESS 127
111010110   21   18   25   25   25   18   23   28  4.636693 0.795607 SUCCESS 128
111011000   25   26   28   28   23   21   29   37  9.420159 0.308100 SUCCESS 129
111011010   22   20   21   24   20   30   22   25  3.967431 0.860050 SUCCESS 130
111011100   28   33   27   23   26   12   30   20 12.824059 0.118048 SUCCESS 131
111100000   24   23   19   19   21   18   22   21  5.515802 0.701289 SUCCESS 132
111100010   22   22   25   30   24   17   19   25  5.407899 0.713221 SUCCESS 133
111100100   20   22   19   27   27   26   23   22  3.306775 0.913658 SUCCESS 134
111100110   17   26   25   26   26   22   28   24  3.460355 0.902245 SUCCESS 135
111101000   26   26   21   33   18   31   26   23  7.613616 0.472093 SUCCESS 136
111101010   23   27   40   29   22   24   26   23 12.021077 0.150266 SUCCESS 137
111101100   23   21   18   24   20   27   30   30  6.078485 0.638441 SUCCESS 138
111101110   25   26   24   25   26   19   26   19  2.832798 0.944408 SUCCESS 139
111110000   25   19   19   20   19   15   28   23  8.913744 0.349625 SUCCESS 140
111110010   26   29   26   18   32   28   25   20  6.681548 0.571348 SUCCESS 141
111110100   27   18   17   28   25   25   21   23  5.492633 0.703856 SUCCESS 142
111110110   30   15   22   25   21   24   20   28  7.195907 0.515651 SUCCESS 143
111111000   23   23   22   22   22   15   21   25  5.143769 0.742105 SUCCESS 144
111111010   26   23   26   29   17   25   28   26  4.189856 0.839600 SUCCESS 145
111111100   20   30   18   17   16   17   19   20 13.564152 0.093857 SUCCESS 146
111111110   20   21   13   19   14   11   13   22 25.982893 0.001057 FAILURE 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   27   21   32   36   17   26   20   17 14.492910 0.069789 SUCCESS   0
000000011   21   23   34   36   22   23   22   19 11.985330 0.151860 SUCCESS   1
000000101   24   16   21   31   18   23   27   23  7.517629 0.481947 SUCCESS   2
000000111   22   23   31   31   29   22   26   19  6.503476 0.591022 SUCCESS   3
000001001   23   30   28   35   35   21   24   25 11.996584 0.151356 SUCCESS   4
000001011   23   25   28   30   20   24   31   21  5.139135 0.742607 SUCCESS   5
000001101   21   25   30   30   20   27   28   24  4.826019 0.775999 SUCCESS   6
000001111   17   25   30   25   31   27   17   25  8.146510 0.419291 SUCCESS   7
000010001   33   14   26   22   28   17   27   19 12.457984 0.131910 SUCCESS   8
000010011   26   28   33   32   34   17   21   25 12.970356 0.112874 SUCCESS   9
000010101   27   26   18   19   29   29   24   20  5.985146 0.648896 SUCCESS  10
000010111   23   23   26   22   16   30   31   19  7.916803 0.441639 SUCCESS  11
000011001   22   25   21   21   19   20   23   23  3.457707 0.902447 SUCCESS  12
000011011   23   28   25   24   21   23   26   29  2.232382 0.973046 SUCCESS  13
000011101   23   24   23   28   22   23   24   25  1.070608 0.997762 SUCCESS  14
000011111   26   21   24   25   22   27   25   27  1.452570 0.993468 SUCCESS  15
000100011   25   23   35   19   32   16   28   18 13.815043 0.086715 SUCCESS  16
000100101   19   23   25   30   20   19   38   22 12.798242 0.118983 SUCCESS  17
000100111   25   21   25   22   33   29   19   26  6.138725 0.631696 SUCCESS  18
000101001   22   16   19   27   28   24   23   26  5.501238 0.702903 SUCCESS  19
000101011   24   31   27   18   25   31   25   24  5.758086 0.674309 SUCCESS  20
000101101   16   19   21   19   18   23   23   23  7.930042 0.440334 SUCCESS  21
000101111   26   23   17   28   18   32   21   21  8.221313 0.412156 SUCCESS  22
000110011   26   31   28   25   20   22   36   21  9.774980 0.281176 SUCCESS  23
000110101   28   31   34   31   26   19   19   32 13.174246 0.105993 SUCCESS  24
000110111   17   26   25   29   20   25   21   33  7.798970 0.453350 SUCCESS  25
000111001   30   36   32   29   20   17   15   28 17.807443 0.022717 SUCCESS  26
000111011   27   20   18   22   24   26   24   22  3.450425 0.903003 SUCCESS  27
000111101   16   28   23   26   29   20   24   21  5.942117 0.653716 SUCCESS  28
000111111   29   21   36   26   27   28   24   19  9.275185 0.319616 SUCCESS  29
001000011   31   24   18   16   29   27   30   22  9.332777 0.315006 SUCCESS  30
001000101   22   17   21   18   24   22   24   27  5.330448 0.721744 SUCCESS  31
001000111   26   24   25   22   25   20   19   24  2.450835 0.963984 SUCCESS  32
001001011   22   29   18   25   20   18   24   26  5.560155 0.696367 SUCCESS  33
001001101   29   22   23   21   24   18   26   13  9.067323 0.336649 SUCCESS  34
001001111   17   15   26   21   25   28   16   28 10.761992 0.215553 SUCCESS  35
001010011   25   16   24   23   25   23   20   27  4.297759 0.829309 SUCCESS  36
001010101   26   30   25   32   20   31   31   23  8.496697 0.386513 SUCCESS  37
001010111   24   34   27   16   22   28   25   27  8.282877 0.406337 SUCCESS  38
001011011   18   22   21   19   17   24   32   28  9.025619 0.340139 SUCCESS  39
001011101   32   30   22   21   23   25   21   22  5.341701 0.720508 SUCCESS  40
001011111   24   17   17   25   17   29   23   24  7.965789 0.436819 SUCCESS  41
001100101   32   22   20   22   25   18   19   27  7.026440 0.533783 SUCCESS  42
001100111   29   29   21   24   21   31   26   25  4.749891 0.783943 SUCCESS  43
001101011   27   31   33   28   20   23   28   29  8.166369 0.417390 SUCCESS  44
001101101   29   29   30   26   25   27   31   23  5.463505 0.707080 SUCCESS  45
001101111   19   27   18   23   27   26   24   27  4.027671 0.854618 SUCCESS  46
001110101   29   18   24   20   29   28   20   30  7.053581 0.530863 SUCCESS  47
001110111   28   24   22   22   24   22   31   30  4.469874 0.812440 SUCCESS  48
001111011   21   23   21   26   32   24   22   19  5.103388 0.746471 SUCCESS  49
001111101   22   20   13   17   22   26   21   30 11.057897 0.198440 SUCCESS  50
001111111   19   14   35   23   29   31   24   19 14.645165 0.066423 SUCCESS  51
010000011   25   31   30   29   24   38   21   25 12.437463 0.132727 SUCCESS  52
010000111   29   20   25   16   26   23   23   19  6.229416 0.621551 SUCCESS  53
010001011   24   10   17   23   30   30   21   27 14.626630 0.066825 SUCCESS  54
010001111   26   23   32   15   23   18   20   22  9.262608 0.320629 SUCCESS  55
010010011   21   20   23   25   23   22   23   18  3.551046 0.895192 SUCCESS  56
010010111   25   22   18   35   22   16   21   22 10.720287 0.218057 SUCCESS  57
010011011   21   19   26   27   32   27   25   23  4.952457 0.762645 SUCCESS  58
010011111   15   12   28   17   18   23   20   25 15.775827 0.045703 SUCCESS  59
010100011   36   26   25   19   22   25   33   18 12.189220 0.142959 SUCCESS  60
010100111   24   22   25   24   26   25   29   26  1.402259 0.994214 SUCCESS  61
010101011   28   26   21   31   20   29   27   23  5.080219 0.748969 SUCCESS  62
010101111   19   29   28   19   17   21   29   25  7.636785 0.469729 SUCCESS  63
010110011   27   28   17   25   27   19   25   28  5.256968 0.729791 SUCCESS  64
010110111   21   29   23   23   26   20   24   30  3.816500 0.873288 SUCCESS  65
010111011   28   25   36   22   26   28   17   33 12.622817 0.125503 SUCCESS  66
010111111   23   19   23   20   20   26   22   24  3.398790 0.906901 SUCCESS  67
011000111   26   25   24   33   34   24   32   31 11.472296 0.176347 SUCCESS  68
011001111   21   21   23   24   22   21   22   24  2.051662 0.979387 SUCCESS  69
011010111   26   33   30   28   20   22   22   31  8.275596 0.407023 SUCCESS  70
011011111   33   27   20   27   26   20   25   24  5.478069 0.705469 SUCCESS  71
011101111   26   16   27   21   29   20   25   31  7.451431 0.488799 SUCCESS  72
011111111   19   16   19   17   28   22   19   13 15.309131 0.053406 SUCCESS  73
100000000   27   21   32   36   16   26   20   17 15.162171 0.056068 SUCCESS  74
100010000   23   29   22   26   31   27   31   19  6.546504 0.586254 SUCCESS  75
100100000   18   23   30   31   26   20   30   29  8.147834 0.419164 SUCCESS  76
100101000   27   23   23   22   22   26   22   27  1.579008 0.991317 SUCCESS  77
100110000   26   31   29   23   27   23   25   23  3.402762 0.906604 SUCCESS  78
100111000   22   30   27   28   26   18   26   23  4.444057 0.815004 SUCCESS  79
101000000   16   23   24   29   16   26   22   25  7.330950 0.501383 SUCCESS  80
101000100   27   28   26   21   26   19   30   27  4.393746 0.819967 SUCCESS  81
101001000   19   16   20   22   32   20   29   20 10.270803 0.246531 SUCCESS  82
101001100   24   26   18   14   27   33   18   27 11.873456 0.156940 SUCCESS  83
101010000   20   22   31   21   20   26   24   25  4.349393 0.824305 SUCCESS  84
101010100   24   28   28   28   21   32   28   24  5.149065 0.741532 SUCCESS  85
101011000   24   30   27   24   23   20   29   25  3.444467 0.903457 SUCCESS  86
101011100   33   31   29   32   23   27   29   24  9.599555 0.294264 SUCCESS  87
101100000   26   23   29   37   25   28   22   25  8.640347 0.373538 SUCCESS  88
101100100   18   23   21   22   25   33   13   26 11.313421 0.184565 SUCCESS  89
101101000   21   24   24   25   15   19   16   27  8.770095 0.362060 SUCCESS  90
101101100   24   22   18   22   15   30   27   23  7.669884 0.466363 SUCCESS  91
101110000   28   32   19   31   26   29   21   25  7.589123 0.474598 SUCCESS  92
101110100   32   30   24   19   16   30   29   20 11.053263 0.198699 SUCCESS  93
101111000   27   31   25   22   22   21   23   24  3.214760 0.920166 SUCCESS  94
101111100   26   28   29   23   34   22   20   23  6.690154 0.570401 SUCCESS  95
110000000   29   24   34   33   23   25   22   20  9.105718 0.333456 SUCCESS  96
110000010   28   24   29   30   34   21   25   22  7.436867 0.490313 SUCCESS  97
110000100   27   25   33   27   27   22   22   20  5.317208 0.723197 SUCCESS  98
110001000   20   28   26   22   32   18   31   19  8.985238 0.343543 SUCCESS  99
110001010   30   30   29   19   23   26   19   27  6.503476 0.591022 SUCCESS 100
110010000   20   29   20   26   27   21   28   24  3.977361 0.859160 SUCCESS 101
110010010   15   24   18   21   22   26   24   31  8.178285 0.416252 SUCCESS 102
110010100   29   17   26   19   22   22   20   28  6.416094 0.600729 SUCCESS 103
110011000   30   33   26   27   26   22   27   17  7.817506 0.451497 SUCCESS 104
110011010   27   20   24   22   31   24   24   18  4.951133 0.762786 SUCCESS 105
110100000   27   21   11   20   19   27   20   23 11.625213 0.168726 SUCCESS 106
110100010   19   27   27   21   24   30   27   31  5.766692 0.673347 SUCCESS 107
110100100   19   19   29   17   26   22   23   18  7.855238 0.447737 SUCCESS 108
110101000   24   24   33   24   22   26   27   19  5.028585 0.754517 SUCCESS 109
110101010   26   24   24   27   21   30   24   24  2.240988 0.972718 SUCCESS 110
110101100   24   25   21   30   25   18   22   30  5.163629 0.739953 SUCCESS 111
110110000   28   22   28   33   22   26   25   26  4.953781 0.762504 SUCCESS 112
110110010   21   25   18   28   23   32   22   27  5.850102 0.664018 SUCCESS 113
110110100   29   20   20   21   18   19   24   31  7.847957 0.448462 SUCCESS 114
110111000   21   24   18   29   33   27   23   35 11.393520 0.180383 SUCCESS 115
110111010   22   26   27   22   23   28   27   18  3.536482 0.896340 SUCCESS 116
110111100   20   31   14   20   23   25   21   33 11.788722 0.160882 SUCCESS 117
111000000   31   19   31   28   32   25   20   22  9.003773 0.341978 SUCCESS 118
111000010   31   22   22   25   28   24   24   24  2.918855 0.939346 SUCCESS 119
111000100   16   23   28   24   30   27   25   25  5.274179 0.727910 SUCCESS 120
111000110   21   28   31   23   18   22   26   34  8.960745 0.345618 SUCCESS 121
111001000   25   29   22   27   28   25   26   22  2.360144 0.967934 SUCCESS 122
111001010   27   27   19   19   14   26   18   29 10.364142 0.240392 SUCCESS 123
111001100   33   27   26   23   24   26   22   28  4.521508 0.807277 SUCCESS 124
111010000   26   24   16   24   24   27   25   23  3.502059 0.899030 SUCCESS 125
